"name","rule_id","title","section","level","severity","automated","description","rationale","impact","remediation","audit","references","benchmark"
"Ensure 'Antivirus Update Schedule' is set to download and install updates hourly","4.1","Ensure 'Antivirus Update Schedule' is set to download and install updates hourly","","Level 1","","true","Set Antivirus Update Schedule to download and install updates hourly.

Default Value:
Not Configured","New antivirus definitions may be released at any time. With an hourly update schedule,
the firewall can ensure threats with new definitions are quickly mitigated. A daily update
schedule could leave an organization vulnerable to a known virus for nearly 24 hours, in
a worst-case scenario. Setting an appropriate threshold value reduces the risk of a bad
definition file negatively affecting traffic.","","Navigate to Device > Dynamic Updates > Antivirus Update Schedule.
Set Action to Download and Install.
Set Recurrence to Hourly.","Navigate to Device > Dynamic Updates > Antivirus Update Schedule.
Verify that Action is set to Download and Install.
Verify that Recurrence is set to Hourly.","1. “Tips for Managing Content Updates” -
https://live.paloaltonetworks.com/docs/DOC-1578
2. “PAN-OS Administrator's Guide 9.0 (English) -Dynamic Content Updates"" -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/software-and-
content-updates/dynamic-content-updates.html
3. “PAN-OS Administrator's Guide 9.0 (English) - Install Content Updates"" -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/software-and-
content-updates/install-content-and-software-updates.html","CIS Palo Alto Firewall 10 Benchmark"
"Ensure 'Applications and Threats Update Schedule' is set to download and install updates at daily or shorter intervals","4.2","Ensure 'Applications and Threats Update Schedule' is set to download and install updates at daily or shorter intervals","","Level 1","","true","Set the Applications and Threats Update Schedule to download and install updates at
daily or shorter intervals.

Default Value:
This setting is by default set to Weekly.","New Applications and Threats file versions may be released at any time. With a
frequent update schedule, the firewall can ensure threats with new signatures are
quickly mitigated, and the latest application signatures are applied.","","Navigate to Device > Dynamic Updates > Application and Threats Update
Schedule.
Set Action to Download and Install.
Set Recurrence to Daily, Hourly or Every 30 Minutes","Navigate to Device > Dynamic Updates > Application and Threats Update
Schedule.
Verify that Action is set to Download and Install.
Verify that Recurrence is set to Daily, Hourly or Every 30 Minutes","1. “Tips for Managing Content Updates” -
https://live.paloaltonetworks.com/docs/DOC-1578
2. “PAN-OS Administrator's Guide 9.0 (English) -Dynamic Content Updates"" -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/software-and-
content-updates/dynamic-content-updates.html
3. “PAN-OS Administrator's Guide 9.0 (English) - Install Content Updates"" -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/software-and-
content-updates/install-content-and-software-updates.html","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that WildFire file size upload limits are maximized","5.1","Ensure that WildFire file size upload limits are maximized","","Level 1","","true","The default file size limits on the firewall are designed to include the majority of malware
in the wild (which is smaller than the default size limits) and to exclude large files that
are very unlikely to be malicious and that can impact WildFire file-forwarding capacity.

Default Value:
In PAN-OS 9.x, the default file sizes for WildFire are:
• pe (Portable Executable) - 16MB
• apk (Android Application)- 10MB
• pdf (Portable Document Format) - 3072KB
• ms-office (Microsoft Office) — 16384KB
• jar (Packaged Java class file) — 5MB
• flash (Adobe Flash) — 5MB
• MacOSX (DMG/MAC-APP/MACH-O PKG files) — 10MB
• archive (RAR and 7z files) — 50MB
• linux (ELF files) — 50MB
• script (JScript, VBScript, PowerShell, and Shell Script)- 20KB","Because the firewall has a specific capacity reserved to forward files for WildFire
analysis, forwarding high numbers of large files can cause the firewall to skip forwarding
of some files. This condition occurs when the maximum file size limits are configured for
a file type that is traversing the firewall at a high rate. In this case, a potentially
malicious file might not get forwarded for WildFire analysis. Consider this possible
condition if you would like to increase the size limit for files other than PEs beyond their
default size limit.","Using larger file filtering can cause the system to skip files in the event multiple larger
files are sent.","Navigate to Device > Setup > WildFire.
Click the General Settings edit icon.
Set the maximum size for each file type are larger than the defaults, to a size that is as
large enough to account for ""large"" files, but not large enough to affect performance of
the hardware.
In PAN-OS 9.x and higher, the default file sizes for WildFire are:
• pe (Portable Executable) - 16MB
• apk (Android Application)- 10MB
• pdf (Portable Document Format) - 3072KB
• ms-office (Microsoft Office) — 16384KB
• jar (Packaged Java class file) — 5MB
• flash (Adobe Flash) — 5MB
• MacOSX (DMG/MAC-APP/MACH-O PKG files) — 10MB
• archive (RAR and 7z files) — 50MB
• linux (ELF files) — 50MB
• script (JScript, VBScript, PowerShell, and Shell Script)- 20KB
In PAN-OS 9.x and higher, the maximum file sizes for Wildfire are:
• pe (Portable Executable) - 50MB
• apk (Android Application)- 50MB
• pdf (Portable Document Format) - 51200KB
• ms-office (Microsoft Office) — 51200KB
• jar (Packaged Java class file) — 20MB
• flash (Adobe Flash) — 10MB
• MacOSX (DMG/MAC-APP/MACH-O PKG files) — 50MB
• archive (RAR and 7z files) — 50MB
• linux (ELF files) — 50MB
• script (JScript, VBScript, PowerShell, and Shell Script)- 4096KB","Navigate to Device > Setup > WildFire.
Navigate to the General Settings sections.
Verify the maximum size for each file type at the defaults or larger, to a size that is as
large enough to account for ""large"" files, but not large enough to affect performance of
the hardware.","1. “How to Configure WildFire” - https://live.paloaltonetworks.com/docs/DOC-3252
2. https://docs.paloaltonetworks.com/wildfire/10-2/wildfire-admin/wildfire-
deployment-best-practices/wildfire-best-practices","CIS Palo Alto Firewall 10 Benchmark"
"Ensure a WildFire Analysis profile is enabled for all security policies","5.2","Ensure a WildFire Analysis profile is enabled for all security policies","","Level 1","","true","Ensure that all files traversing the firewall are inspected by WildFire by setting a Wildfire
file blocking profile on all security policies.

Default Value:
Not Configured","Traffic matching security policies that do not include a WildFire file blocking profile will
not utilize WildFire for file analysis. Wildfire analysis is one of the key security measures
available on this platform. Without Wildfire analysis enabled, inbound malware can only
be analyzed by signature - which industry wide is roughly 40-60% effective. In a
targeted attack, the success of signature-based-only analysis drops even further.","","To Set File Blocking Profile:
• Navigate to Objects > Security Profiles > WildFire Analysis Profile.
• Create a WildFire profile that has 'Application Any', 'File Types Any', and
'Direction Both'
To Set WildFire Analysis Rules:
• Navigate to Policies > Security.
• For each Security Policy Rule where the action is ""Allow"", Navigate to Actions >
Profile Setting > WildFire Analysis and set a WildFire Analysis profile.
Group Profiles can also be used. To take this approach:
• Navigate to Objects > Security Profile Groups. Create a Security Profile
Group, and ensure that (among other settings) the Wildfire Analysis
Profile is set to the created profile.
• Navigate to Policies > Security. For each Security Policy Rule where the
action is ""Allow"", Navigate to Actions > Profile Setting. Modify the Profile
Type to Group, and set the Group Profile to the created Security Profile Group.","To verify WildFire Analysis Profile:
• Navigate to Objects > Security Profiles > WildFire Analysis Profile
verify that a profile exists.
To verify File Blocking Rules:
• For each Security Policy were the action is set to Allow, edit the Rule and
navigate to Actions > Profile Setting. Ensure that the WildFire
Analysis is set to Allow and verify that a profile is set.
If Group Profiles are used:
• Navigate to Policies > Security
• For each Security Policy were the action is set to Allow, edit the Rule and
navigate to Actions > Profile Setting. Ensure that the Profile Type is set
to Group.
• Navigate to Objects > Security Profile Groups. Open the Security Profile Group
used above, and ensure that the Wildfire Analysis Profile is set.","1. “Wildfire Administrator's Guide 9.0 (English)"" -
https://docs.paloaltonetworks.com/wildfire/9-0/wildfire-admin.html","CIS Palo Alto Firewall 10 Benchmark"
"Ensure forwarding of decrypted content to WildFire is enabled","5.3","Ensure forwarding of decrypted content to WildFire is enabled","","Level 1","","true","Allow the firewall to forward decrypted content to WildFire. Note that SSL Forward-
Proxy must also be enabled and configured for this setting to take effect on inside-to-
outside traffic flows.

Default Value:
Not Configured","As encrypted Internet traffic continues to proliferate, WildFire becomes less effective
unless it is allowed to act on decrypted content. For example, if a user downloads a
malicious pdf over SSL, WildFire can only provide analysis if 1) the session is decrypted
by the firewall and 2) forwarding of decrypted content is enabled. In today's internet,
roughly 70-80% of all user traffic is encrypted. If Wildfire is not configured to analyze
encrypted content, the effectiveness of Wildfire is drastically reduced.","","Navigate to Device > Setup > Content-ID > Content-ID Settings.
Set Allow forwarding of decrypted content to be checked. Note that SSL
Forward Proxy must be configured for this setting to be effective.","Navigate to Device > Setup > Content-ID > Content-ID Settings.
Verify that Allow forwarding of decrypted content is checked.","1. “WildFire Fails Forwarding File to Cloud for Encrypted Traffic” -
https://live.paloaltonetworks.com/docs/DOC-6845
2. “Wildfire Administrator's Guide 9.0 (English) - Forward Decrypted SSL Traffic for
Wildfire Analysis"" - https://docs.paloaltonetworks.com/wildfire/9-0/wildfire-
admin/submit-files-for-wildfire-analysis/forward-decrypted-ssl-traffic-for-wildfire-
analysis.html#
3. “Wildfire Administrator's Guide 9.0 (English) - Wildfire Best Practices"" -
https://docs.paloaltonetworks.com/wildfire/9-0/wildfire-admin/wildfire-deployment-
best-practices/wildfire-best-practices.html#","CIS Palo Alto Firewall 10 Benchmark"
"Ensure all WildFire session information settings are enabled","5.4","Ensure all WildFire session information settings are enabled","","Level 1","","true","Enable all options under Session Information Settings for WildFire.

Default Value:
All Session Information Settings are enabled by default. These include:
• Source IP
• Source port
• Destination IP
• Destination port
• Virtual System
• Application
• User
• URL
• File name
• Email sender
• Email recipient
• Email subject","Permitting the firewall to send all of this information to WildFire creates more detailed
reports, thereby making the process of tracking down potentially infected devices more
efficient. This could prevent an infected system from further infecting the environment.
Environments with security policies restricting sending this data to the WildFire cloud
can instead utilize an on-premises WildFire appliance. In addition, risk can be analyzed
in the context of the destination host and user account, either during analysis or during
incident response.","","Navigate to Device > Setup > WildFire > Session Information Settings.
Set every option to be enabled.","Navigate to Device > Setup > WildFire > Session Information Settings.
Verify that every option is enabled.","1. “Wildfire Administrator's Guide 9.0 (English)"" -
https://docs.paloaltonetworks.com/wildfire/9-0/wildfire-admin.html#
2. “Wildfire Administrator's Guide 9.0 (English) - Wildfire Best Practices"" -
/https://docs.paloaltonetworks.com/wildfire/9-0/wildfire-admin/wildfire-
deployment-best-practices/wildfire-best-practices.html","CIS Palo Alto Firewall 10 Benchmark"
"Ensure alerts are enabled for malicious files detected by WildFire","5.5","Ensure alerts are enabled for malicious files detected by WildFire","","Level 1","","true","Configure WildFire to send an alert when a malicious or greyware file is detected. This
alert could be sent by whichever means is preferable, including email, SNMP trap, or
syslog message.
Alternatively, configure the WildFire cloud to generate alerts for malicious files. The
cloud can generate alerts in addition to or instead of the local WildFire implementation.
Note that the destination email address of alerts configured in the WildFire cloud portal
is tied to the logged in account, and cannot be modified. Also, new systems added to
the WildFire cloud portal will not be automatically set to email alerts.

Default Value:
Not Configured","WildFire analyzes files that have already been downloaded and possibly executed. A
WildFire verdict of malicious indicates that a computer could already be infected. In
addition, because WildFire only analyzes files it has not already seen that were not
flagged by the firewall’s antivirus filter, files deemed malicious by WildFire are more
likely to evade detection by desktop antivirus products.","","From GUI, configure some combination of the following Server Profiles:
Configure the Email Server: Select Device > Server Profiles > Email Click Add
Enter a name for the Profile. Select the virtual system from the Location drop down
menu (if applicable) Click Add
Configure the Syslog Server: Select Device > Server Profiles > Syslog > Add
Enter Name, Display Name, Syslog Server, Transport, Port, Format,
Facility Click OK Click Commit to save the configuration
Configure the SMTP Server: Select Device > Server Profiles > Email Select
Add, Name, Display Name, From, To, Additional Recipients, Gateway IP
or Hostname Click OK Click Commit to save the configuration
Navigate to Objects, Log Forwarding Choose Add, set the log type to ""wildfire"", add
the filter ""(verdict neq benign)"", then add log destinations for SNMP, Syslog, Email or
HTTP as required.","Navigate to Objects > Log Forwarding.
Verify that the WildFire log type is configured to generate alerts using the desired
alerting mechanism(s).","1. “WildFire Email Alerts: Subscribe or Add Additional Recipients” -
https://live.paloaltonetworks.com/docs/DOC-7740
2. “Wildfire Administrator's Guide 9.0 (English)"" -
https://docs.paloaltonetworks.com/wildfire/9-0/wildfire-admin.html","CIS Palo Alto Firewall 10 Benchmark"
"Ensure 'WildFire Update Schedule' is set to download and install updates in real-time","5.6","Ensure 'WildFire Update Schedule' is set to download and install updates in real-time","","Level 1","","true","Set the WildFire update schedule to download and install updates in real-time.

Default Value:
Not Configured","WildFire definitions may contain signatures to block immediate, active threats to the
environment. With updates in real-time, the firewall can ensure threats with new
definitions are quickly mitigated.","","Navigate to Device > Dynamic Updates > WildFire Update Schedule.
Set Recurrence is set to Real-time.","Navigate to Device > Dynamic Updates > WildFire Update Schedule.
Verify that Recurrence is set to Real-time.","1. “Wildfire What's New in 10.0 (English)"" -
https://docs.paloaltonetworks.com/wildfire/u-v/wildfire-whats-new/wildfire-
features-in-panos-100/wildfire-real-time-signature-updates
2. “How to Configure WildFire” - https://live.paloaltonetworks.com/docs/DOC-3252
3. “Tips for Managing Content Updates” -
https://live.paloaltonetworks.com/docs/DOC-1578","CIS Palo Alto Firewall 10 Benchmark"
"Choosing Wildfire public cloud region","5.7","Choosing Wildfire public cloud region","","Level 2","","false","By default, all relevant files are uploaded to Wildfire datacenter located in US. Palo Alto
Networks has been adding more WildFire regional clouds around the world. From
having just 3 regional clouds back in PanOS 8.x, now to more than 10 regional clouds
all over the world.

Default Value:
wildfire.paloaltonetworks.com","Depending on regulations, files is only allowed to be uploaded to local country / region.
Besides, uploading to local country or even nearest country decreases file uploading
speed.
Refer to the available regions in the references below.","With default values, all relevant files are uploaded to wildfire.paloaltonetworks.com
which is located in US.","Navigate to Device > Setup > WildFire.
Navigate to the General Settings sections.
Click the General Settings edit icon.
Change the WildFire Public Cloud to your appropriate region.","Navigate to Device > Setup > WildFire.
Navigate to the General Settings sections.
Verify that WildFire Public Cloud is set to your appropriate region.","1. ""List of Available Wildfire Regions"" -
https://docs.paloaltonetworks.com/advanced-wildfire/administration/advanced-
wildfire-overview/advanced-wildfire-deployments/advanced-wildfire-global-cloud
2. ""Announcements as More Regions are Added"" -
https://docs.paloaltonetworks.com/wildfire","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that antivirus profiles are set to reset-both on all decoders except 'imap' and 'pop3'","6.1","Ensure that antivirus profiles are set to reset-both on all decoders except 'imap' and 'pop3'","","Level 1","","true","Configure antivirus profiles to a value of 'reset-both' for all decoders except imap and
pop3 under both Action and WildFire Action. If required by the organization's email
implementation, configure imap and pop3 decoders to 'alert' under both Action and
WildFire Action.

Default Value:
Not Configured","Antivirus signatures produce low false positives. By blocking any detected malware
through the specified decoders, the threat of malware propagation through the firewall is
greatly reduced. It is recommended to mitigate malware found in pop3 and imap
through a dedicated antivirus gateway. Due to the nature of the pop3 and imap
protocols, the firewall is not able to block only a single email message containing
malware. Instead, the entire session would be terminated, potentially affecting benign
email messages.","","Navigate to Objects > Security Profiles > Antivirus.
Set antivirus profiles to have all decoders set to reset-both for both Action and
Wildfire Action. If imap and pop3 are required in the organization, set the imap and
pop3 decoders to alert for both Action and Wildfire Action.","Navigate to Objects > Security Profiles > Antivirus
Verify that antivirus profiles have all decoders set to reset-both for both Action and
Wildfire Action. If imap and pop3 are required in the organization, verify that the
imap and pop3 decoders are set to alert for both Action and Wildfire Action.","1. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
2. “PAN-OS Administrator's Guide 11.1 (English) - Security Profiles” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/policy/security-
profiles
3. ""KB on reset-server, reset-client or silent drop"" -
https://knowledgebase.paloaltonetworks.com/KCSArticleDetail?id=kA10g000000
ClTaCAK","CIS Palo Alto Firewall 10 Benchmark"
"Ensure a secure antivirus profile is applied to all relevant security policies","6.2","Ensure a secure antivirus profile is applied to all relevant security policies","","Level 1","","false","Create a secure antivirus profile and apply it to all security policies that could pass
HTTP, SMTP, IMAP, POP3, FTP, or SMB traffic. The antivirus profile may be applied to
the security policies directly or through a profile group.

Default Value:
No Antivirus Profiles are enabled on any default or new Security Policy","By applying a secure antivirus profile to all applicable traffic, the threat of malware
propagation through the firewall is greatly reduced. Without an antivirus profile assigned
to any potential hostile zone, the first protection in the path against malware is removed,
leaving in most cases only the desktop endpoint protection application to detect and
remediate any potential malware.","Not having an AV Profile on a Security Policy allows signature-based malware to transit
the security boundary without blocks or alerts. In most cases this leaves only the
Endpoint Security application to block or alert malware.","Navigate to Policies > Security . For each policy, navigate to [Policy Name] >
Actions
Set an Antivirus profile or a Profile Group containing an AV profile for each
security policy passing traffic - regardless of protocol.","Navigate to Policies > Security . For each policy, navigate to [Policy Name] >
Actions Verify there is a secure Antivirus profile applied to all security policies
passing traffic - regardless of protocol. This can be set by Profiles or by Profile Group.","1. “PAN-OS Administrator's Guide 11.1 (English) - Security Policies ” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/policy/security-
policy
2. “PAN-OS Administrator's Guide 11.1 (English) - Security Profiles” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/policy/security-
profiles","CIS Palo Alto Firewall 10 Benchmark"
"Ensure an anti-spyware profile is configured to block on specified spyware severity levels, categories, and threats","6.3","Ensure an anti-spyware profile is configured to block on specified spyware severity levels, categories, and threats","","Level 1","","true","If a single rule exists within the anti-spyware profile, configure it to block on Critical,
High, and Medium spyware severity level, any category, and any threat. If multiple rules
exist within the anti-spyware profile, ensure all spyware categories, threats, and severity
levels (Critical, High, and Medium) are set to be blocked. Additional rules may exist for
packet capture or exclusion purposes.

Default Value:
Two Anti-Spyware Security Profiles are configured by default ""strict"" and ""default"".","Requiring a blocking policy for all spyware threats, categories, and severities (Critical,
High, and Medium) reduces the risk of spyware traffic from successfully exiting the
organization. Without an anti-spyware profile assigned to any potential hostile zone, the
first protection in the path against malware is removed, leaving in most cases only the
desktop endpoint protection application to detect and remediate any potential spyware.","","Navigate to Objects > Security Profiles > Anti-Spyware. Click on existing
profile in used or create a new profile.
Navigate to Signature Policies tab. Add new policy by giving it a name Policy
Name.
Set a Policy Name exists within the anti-spyware profile that is configured to perform
the reset-both on Critical, High, and Medium Severity level, any
Category, and any Threat Name.","Navigate to Objects > Security Profiles > Anti-Spyware. Click on existing
profile in used or create a new profile.
Navigate to Signature Policies tab. Add new policy by giving it a name Policy
Name.
Verify a Policy Name exists within the anti-spyware profile that is configured to perform
the reset-both on Critical, High, and Medium Severity level, any
Category, and any Threat Name.","1. ""PAN OS Administrator's Guide 11.1 (English) - Anti-Spyware Profile"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/objects/objects-security-profiles-anti-spyware-profile","CIS Palo Alto Firewall 10 Benchmark"
"Ensure DNS sinkholing is configured on all anti-spyware profiles in use","6.4","Ensure DNS sinkholing is configured on all anti-spyware profiles in use","","Level 1","","true","Configure DNS sinkholing for all anti-spyware profiles in use. All internal requests to the
selected sinkhole IP address must traverse the firewall. Any device attempting to
communicate with the DNS sinkhole IP address should be considered infected.

Default Value:
Not Configured","DNS sinkholing helps to identify infected clients by spoofing DNS responses for
malware domain queries. Without sinkholing, the DNS server itself may be seen as
infected, while the truly infected device remains unidentified. In addition, sinkholing also
ensures that DNS queries that might be indicators of compromise do not transit the
internet, where they could be potentially used to negatively impact the ""ip reputation"" of
the organization's internet network subnets.","","Navigate to Objects > Security Profiles > Anti-Spyware.
Within the each anti-spyware profile, under its DNS Policies tab, set the Signature
Source List: default-paloalto-dns should have as its Policy Action set to
sinkhole If licensed, the DNS Security should have as its Policy Action set to
sinkhole
Verify the 'Sinkhole IPv4' IP address is correct. This should be set to
sinkhole.paloaltnetworks.com, or if an internal host is set then that host IP or
FQDN should be in that field
Verify the 'Sinkhole IPv6' IP address is correct. This should be set to IPv6 Loopback
IP (::1), or if an internal DNS Sinkhole host is set then that host IP or FQDN should
be in that field
Navigate to Policies > Security Policies For each outbound security Policy, in
the Actions tab, set the Anti-Spyware setting to include the Spyware Profile created,
either explicitly or as a Group Profile","Navigate to Objects > Security Profiles > Anti-Spyware.
Within the each anti-spyware profile, under its DNS Policies tab, verify the Signature
Source List: default-paloalto-dns should have as its Policy Action set to
sinkhole If licensed, the DNS Security should have as its Policy Action set to
sinkhole
Verify the 'Sinkhole IPv4' IP address is correct. This should be set to
sinkhole.paloaltnetworks.com, or if an internal host is set then that host IP or
FQDN should be in that field
Verify the 'Sinkhole IPv6' IP address is correct. This should be set to IPv6 Loopback
IP (::1), or if an internal DNS Sinkhole host is set then that host IP or FQDN should
be in that field
Navigate to Policies > Security Policies For each outbound security Policy, in
the Actions tab, verify that the Anti-Spyware setting includes the Spyware Profile
created, either explicitly or as a Group Profile
To verify correct operation of DNS Security, from an internal station make a DNS
request to each of the following hosts:
• test-malware.testpanw.com to test Malware DNS Signature checks
• test-c2.testpanw.com to test C2 DNS Signature checks
• test-dga.testpanw.com to test DGA (Domain Generation Algorithm) DNS attack
checks
• test-dnstun.testpanw.com to test DNS Tunneling attack checks Each of
these DNS requests should be redirected to the configured DNS Sinkhole server
IP address Each of these DNS requests should appear in the firewall logs, under
Monitor > Logs > Threat. If configured, each of these requests should
generate an alert in the organization's SIEM.","1. “How to Deal with Conficker using DNS Sinkhole” -
https://live.paloaltonetworks.com/docs/DOC-6628
2. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
3. ""PAN OS Administrator's Guide 11.1 (English) - Anti-Spyware Profile"" -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-web-interface-
help/objects/objects-security-profiles-anti-spyware-profile","CIS Palo Alto Firewall 10 Benchmark"
"Ensure a secure anti-spyware profile is applied to all security policies permitting traffic to the Internet","6.5","Ensure a secure anti-spyware profile is applied to all security policies permitting traffic to the Internet","","Level 1","","true","Create one or more anti-spyware profiles and collectively apply them to all security
policies permitting traffic to the Internet. The anti-spyware profiles may be applied to the
security policies directly or through a profile group.

Default Value:
Not Configured","By applying secure anti-spyware profiles to all applicable traffic, the threat of sensitive
data exfiltration or command-and-control traffic successfully passing through the firewall
is greatly reduced. Anti-spyware profiles are not restricted to particular protocols like
antivirus profiles, so anti-spyware profiles should be applied to all security policies
permitting traffic to the Internet. Assigning an anti-spyware profile to each trusted zone
will quickly and easily identify trusted hosts that have been infected with spyware, by
identifying the infection from their outbound network traffic. In addition, that outbound
network traffic will be blocked by the profile.","","Navigate to Objects > Security Profiles > Anti-Spyware.
Also navigate to Policies > Security.
Set one or more anti-spyware profiles to collectively apply to all inside to outside traffic
from any address to any address and any application and service.","Navigate to Objects > Security Profiles > Anti-Spyware.
Also navigate to Policies > Security.
Verify there are one or more anti-spyware profiles that collectively apply to all inside to
outside traffic from any address to any address and any application and service.","1. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
2. “PAN-OS Administrator's Guide 9.0 (English) - Security Profiles” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/policy/security-
profiles","CIS Palo Alto Firewall 10 Benchmark"
"Ensure a Vulnerability Protection Profile is set to block attacks against critical and high vulnerabilities, and set to default on medium, low, and informational vulnerabilities","6.6","Ensure a Vulnerability Protection Profile is set to block attacks against critical and high vulnerabilities, and set to default on medium, low, and informational vulnerabilities","","Level 1","","true","Configure a Vulnerability Protection Profile set to block attacks against any critical or
high vulnerabilities, at minimum, and set to default on any medium, low, or informational
vulnerabilities. Configuring an alert action for low and informational, instead of default,
will produce additional information at the expense of greater log utilization.

Default Value:
Two Vulnerability Protection Profiles are configured by default - ""strict"" and ""default"".","A Vulnerability Protection Profile helps to protect assets by alerting on, or blocking,
network attacks. The default action for attacks against many critical and high
vulnerabilities is to only alert on the attack - not to block.","Not configuring a Vulnerability Protection Profile means that network attacks will not be
logged, alerted on or blocked.","Navigate to Objects > Security Profiles > Vulnerability Protection.
Set a Vulnerability Protection Profile to block attacks against any critical or high
vulnerabilities (minimum), and to default on attacks against any medium, low, or
informational vulnerabilities.","Navigate to Objects > Security Profiles > Vulnerability Protection.
Verify a Vulnerability Protection Profile is set to block attacks against any critical or high
vulnerabilities (minimum), and set to default on attacks against any medium, low, or
informational vulnerabilities.","1. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
2. “PAN-OS Administrator's Guide 11.1 (English) - Security Profiles” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/policy/security-
profiles","CIS Palo Alto Firewall 10 Benchmark"
"Ensure a secure Vulnerability Protection Profile is applied to all security rules allowing traffic","6.7","Ensure a secure Vulnerability Protection Profile is applied to all security rules allowing traffic","","Level 1","","true","For any security rule allowing traffic, apply a securely configured Vulnerability Protection
Profile. Careful analysis of the target environment should be performed before
implementing this configuration, as outlined by PAN’s “Threat Prevention Deployment
Tech Note” in the references section.

Default Value:
Not Configured","A Vulnerability Protection Profile helps to protect assets by alerting on, or blocking
network attacks. By applying a secure Vulnerability Protection Profile to all security rules
permitting traffic, all network traffic traversing the firewall will be inspected for attacks.
This protects both organizational assets from attack and organizational reputation from
damage.
Note that encrypted sessions do not allow for complete inspection.","Not configuring a Vulnerability Protection Profile means that network attacks will not be
logged, alerted on or blocked.","Navigate to Policies > Security.
For each Policy, under the Actions tab, select Vulnerability Protection.
Set it to use either the 'Strict' or the 'Default' profile, or a custom profile that complies
with the organization's policies, legal and regulatory requirements.","Navigate to Policies > Security.
For each Policy, under the Actions tab, select Vulnerability Protection.
Verify either the 'Strict' or the 'Default' profile is selected, or a custom profile that
complies with the organization's policies, legal and regulatory requirements.","1. “Threat Prevention Deployment Tech Note” -
https://live.paloaltonetworks.com/docs/DOC-3094
2. “PAN-OS Administrator's Guide 11.1 (English) - Security Policies” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/policy/security-
policy
3. “PAN-OS Administrator's Guide 11.1 (English) - Security Profiles” -
https://docs.paloaltonetworks.com/pan-os/11-1/pan-os-admin/policy/security-
profiles","CIS Palo Alto Firewall 10 Benchmark"
"Ensure that PAN-DB URL Filtering is used","6.8","Ensure that PAN-DB URL Filtering is used","","Level 1","","true","Configure the device to use PAN-DB URL Filtering instead of BrightCloud.

Default Value:
Not Configured","Standard URL filtering provides protection against inappropriate and malicious URLs
and IP addresses. PAN-DB URL Filtering is slightly less granular than the BrightCloud
URL filtering. However the PAN-DB Filter offers additional malware protection and PAN
threat intelligence by using the Wildfire service as an additional input, which is currently
not available in the BrightCloud URL Filtering license. This makes the PAN-DB filter
more responsive to specific malware ""campaigns"".","Not having an effective URL Filtering configuration can leave an organization open to
legal action, internal HR issues, non-compliance with regulatory policies or productivity
loss.","Navigate to Device > Licenses.
Click on PAN-DB URL Filtering.
Set Active to Yes.","Navigate to Device > Licenses.
Click on PAN-DB URL Filtering.
Verify Active is set to Yes.","1. “PAN-OS Administrator's Guide 9.0 (English) - URL Filtering” -
https://docs.paloaltonetworks.com/pan-os/9-0/pan-os-admin/url-filtering.html
2. “PAN-OS Administrator's Guide 9.0 (English) - URL Filtering Best Practices"" -
https://docs.paloaltonetworks.com/advanced-url-
filtering/administration/configuring-url-filtering/url-filtering-best-practices","CIS Palo Alto Firewall 10 Benchmark"
