"name","rule_id","title","section","level","severity","automated","description","rationale","impact","remediation","audit","references","benchmark"
"Ensure HEALTHCHECK instructions have been added to the container image","4.6","Ensure HEALTHCHECK instructions have been added to the container image","","Level 1","","","Scoring: Scored

Add HEALTHCHECK instruction in your docker container images to perform the health check
on running containers.

Default Value:
By default, HEALTHCHECK is not set.","One of the important security triads is availability. Adding HEALTHCHECK instruction to your
container image ensures that the docker engine periodically checks the running container
instances against that instruction to ensure that the instances are still working.
Based on the reported health status, the docker engine could then exit non-working
containers and instantiate new ones.","None.","Follow Docker documentation and rebuild your container image with HEALTHCHECK
instruction.","Run the below command and ensure that the docker image has appropriate HEALTHCHECK
instruction set up.
docker inspect --format='{{ .Config.Healthcheck }}' <IMAGE>","1. https://docs.docker.com/engine/reference/builder/#healthcheck","CIS Docker Community Edition Benchmark"
"Ensure setuid and setgid permissions are removed in the images","4.8","Ensure setuid and setgid permissions are removed in the images","","Level 2","","","Scoring: Not Scored

Removing setuid and setgid permissions in the images would prevent privilege escalation
attacks in the containers.

Default Value:
Not Applicable","setuid and setgid permissions could be used for elevating privileges. While these
permissions are at times legitimately needed, these could potentially be used in privilege
escalation attacks. Thus, you should consider dropping these permissions for the packages
which do not need them within the images.","Above command breaks all the executables that depend on setuid or setgid permissions
including the legitimate ones. Hence, be careful to modify the command to suit your
requirements so that it does not drop the permissions of legitimate programs. This
requires a careful examination of each executable and fine tuning the permissions.","Allow setuid and setgid permissions only on executables which need them. You could
remove these permissions during build time by adding the following command in your
Dockerfile, preferably towards the end of the Dockerfile:
RUN find / -perm +6000 -type f -exec chmod a-s {} \; || true","Run the below command on the image to list the executables having setuid and setgid
permissions:
docker run <Image_ID> find / -perm +6000 -type f -exec ls -ld {} \; 2>
/dev/null
Carefully, review the list and ensure that it is legitimate.","1. http://www.oreilly.com/webops-perf/free/files/docker-security.pdf
2. http://container-
solutions.com/content/uploads/2015/06/15.06.15_DockerCheatSheet_A2.pdf
3. http://man7.org/linux/man-pages/man2/setuid.2.html
4. http://man7.org/linux/man-pages/man2/setgid.2.html","CIS Docker Community Edition Benchmark"
"Ensure COPY is used instead of ADD in Dockerfile","4.9","Ensure COPY is used instead of ADD in Dockerfile","","Level 1","","","Scoring: Not Scored

Use COPY instruction instead of ADD instruction in the Dockerfile.

Default Value:
Not Applicable","COPY instruction just copies the files from the local host machine to the container file
system. ADD instruction potentially could retrieve files from remote URLs and perform
operations such as unpacking. Thus, ADD instruction introduces risks such as adding
malicious files from URLs without scanning and unpacking procedure vulnerabilities.","You would need to take care of the functionalities provided by ADD instructions such as
fetching files from remote URLs.","Use COPY instructions in Dockerfiles.","Step 1: Run the below command to get the list of images:
docker images
Step 2: Run the below command for each image in the list above and look for any ADD
instructions:
docker history <Image_ID>
Alternatively, if you have access to Dockerfile for the image, verify that there are no ADD
instructions.","1. https://docs.docker.com/engine/userguide/eng-image/dockerfile_best-
practices/#add-or-copy","CIS Docker Community Edition Benchmark"
"Ensure secrets are not stored in Dockerfiles","4.10","Ensure secrets are not stored in Dockerfiles","","Level 1","","","Scoring: Not Scored

Do not store any secrets in Dockerfiles.

Default Value:
By default, there are no restrictions on storing config secrets in the Dockerfiles.","Dockerfiles could be backtracked easily by using native Docker commands such as docker
history and various tools and utilities. Also, as a general practice, image publishers
provide Dockerfiles to build the credibility for their images. Hence, the secrets within these
Dockerfiles could be easily exposed and potentially be exploited.","You would need to identify a way to handle secrets for your Docker images.","Do not store any kind of secrets within Dockerfiles.","Step 1: Run the below command to get the list of images:
docker images
Step 2: Run the below command for each image in the list above, and look for any secrets:
docker history <Image_ID>
Alternatively, if you have access to Dockerfile for the image, verify that there are no secrets
as described above.","1. https://github.com/docker/docker/issues/13490
2. http://12factor.net/config
3. https://avicoder.me/2016/07/22/Twitter-Vine-Source-code-dump/","CIS Docker Community Edition Benchmark"
"Ensure verified packages are only Installed","4.11","Ensure verified packages are only Installed","","Level 2","","","Scoring: Not Scored

Verify authenticity of the packages before installing them in the image.

Default Value:
Not Applicable","Verifying authenticity of the packages is essential for building a secure container image.
Tampered packages could potentially be malicious or have some known vulnerabilities that
could be exploited.","None","Use GPG keys for downloading and verifying packages or any other secure package
distribution mechanism of your choice.","Step 1: Run the below command to get the list of images:
docker images
Step 2: Run the below command for each image in the list above, and look for how the
authenticity of the packages is determined. This could be via the use of GPG keys or other
secure package distribution mechanisms
docker history <Image_ID>
Alternatively, if you have access to Dockerfile for the image, verify that the authenticity of
the packages is checked.","1. http://www.oreilly.com/webops-perf/free/files/docker-security.pdf
2. https://github.com/docker-
library/httpd/blob/12bf8c8883340c98b3988a7bade8ef2d0d6dcf8a/2.4/Dockerfil
e
3. https://github.com/docker-
library/php/blob/d8a4ccf4d620ec866d5b42335b699742df08c5f0/7.0/alpine/Doc
kerfile
4. https://access.redhat.com/security/team/key","CIS Docker Community Edition Benchmark"
"Ensure AppArmor Profile is Enabled","5.1","Ensure AppArmor Profile is Enabled","","Level 1","","","Scoring: Scored

AppArmor is an effective and easy-to-use Linux application security system. It is available
on quite a few Linux distributions by default such as Debian and Ubuntu.

Default Value:
By default, docker-default AppArmor profile is applied for running containers and this
profile can be found at /etc/apparmor.d/docker.","AppArmor protects the Linux OS and applications from various threats by enforcing
security policy which is also known as AppArmor profile. You can create your own
AppArmor profile for containers or use the Docker's default AppArmor profile. This would
enforce security policies on the containers as defined in the profile.","The container (process) would have set of restrictions as defined in AppArmor profile. If
your AppArmor profile is mis-configured, then the container may not entirely work as
expected.","If AppArmor is applicable for your Linux OS, use it. You may have to follow below set of
steps:
1. Verify if AppArmor is installed. If not, install it.
2. Create or import a AppArmor profile for Docker containers.
3. Put this profile in enforcing mode.
4. Start your Docker container using the customized AppArmor profile. For example,
docker run --interactive --tty --security-opt=""apparmor:PROFILENAME"" centos
/bin/bash
Alternatively, you can keep the docker's default apparmor profile.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
AppArmorProfile={{ .AppArmorProfile }}'
The above command should return a valid AppArmor Profile for each container instance.","1. https://docs.docker.com/engine/security/apparmor/
2. https://docs.docker.com/engine/reference/run/#security-configuration
3. https://docs.docker.com/engine/security/security/#other-kernel-security-features","CIS Docker Community Edition Benchmark"
"Ensure SELinux security options are set, if applicable","5.2","Ensure SELinux security options are set, if applicable","","Level 2","","","Scoring: Scored

SELinux is an effective and easy-to-use Linux application security system. It is available on
quite a few Linux distributions by default such as Red Hat and Fedora.

Default Value:
By default, no SELinux security options are applied on containers.","SELinux provides a Mandatory Access Control (MAC) system that greatly augments the
default Discretionary Access Control (DAC) model. You can thus add an extra layer of safety
by enabling SELinux on your Linux host, if applicable.","The container (process) would have set of restrictions as defined in SELinux policy. If your
SELinux policy is mis-configured, then the container may not entirely work as expected.","If SELinux is applicable for your Linux OS, use it. You may have to follow below set of steps:
1. Set the SELinux State.
2. Set the SELinux Policy.
3. Create or import a SELinux policy template for Docker containers.
4. Start Docker in daemon mode with SELinux enabled. For example,
docker daemon --selinux-enabled
5. Start your Docker container using the security options. For example,
docker run --interactive --tty --security-opt label=level:TopSecret centos
/bin/bash","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
SecurityOpt={{ .HostConfig.SecurityOpt }}'
The above command should return all the security options currently configured for the
containers.","1. https://docs.docker.com/engine/security/security/#other-kernel-security-features
2. https://docs.docker.com/engine/reference/run/#security-configuration
3. http://docs.fedoraproject.org/en-US/Fedora/13/html/Security-Enhanced_Linux/
4. https://access.redhat.com/documentation/en-
us/red_hat_enterprise_linux_atomic_host/7/html/container_security_guide/docker_
selinux_security_policy","CIS Docker Community Edition Benchmark"
"Ensure Linux Kernel Capabilities are restricted within containers","5.3","Ensure Linux Kernel Capabilities are restricted within containers","","Level 1","","","Scoring: Scored

By default, Docker starts containers with a restricted set of Linux Kernel Capabilities. It
means that any process may be granted the required capabilities instead of root access.
Using Linux Kernel Capabilities, the processes do not have to run as root for almost all the
specific areas where root privileges are usually needed.

Default Value:
By default, below capabilities are available for containers:
AUDIT_WRITE
CHOWN
DAC_OVERRIDE
FOWNER
FSETID
KILL
MKNOD
NET_BIND_SERVICE
NET_RAW
SETFCAP
SETGID
SETPCAP
SETUID
SYS_CHROOT","Docker supports the addition and removal of capabilities, allowing the use of a non-default
profile. This may make Docker more secure through capability removal, or less secure
through the addition of capabilities. It is thus recommended to remove all capabilities
except those explicitly required for your container process.
For example, capabilities such as below are usually not needed for container process:
NET_ADMIN
SYS_ADMIN
SYS_MODULE","Based on what Linux Kernel Capabilities were added or dropped, restrictions within the
container would apply.","Execute the below command to add needed capabilities:
$> docker run --cap-add={""Capability 1"",""Capability 2""}
For example,
docker run --interactive --tty --cap-add={""NET_ADMIN"",""SYS_ADMIN""}
centos:latest /bin/bash
Execute the below command to drop unneeded capabilities:
$> docker run --cap-drop={""Capability 1"",""Capability 2""}
For example,
docker run --interactive --tty --cap-drop={""SETUID"",""SETGID""} centos:latest
/bin/bash
Alternatively,
You may choose to drop all capabilities and add only add the needed ones:
$> docker run --cap-drop=all --cap-add={""Capability 1"",""Capability 2""}
For example,
docker run --interactive --tty --cap-drop=all --cap-
add={""NET_ADMIN"",""SYS_ADMIN""} centos:latest /bin/bash","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}: CapAdd={{
.HostConfig.CapAdd }} CapDrop={{ .HostConfig.CapDrop }}'
Verify that the added and dropped Linux Kernel Capabilities are in line with the ones
needed for container process for each container instance.","1. https://docs.docker.com/engine/security/security/#linux-kernel-capabilities
2. http://man7.org/linux/man-pages/man7/capabilities.7.html
3. http://www.oreilly.com/webops-perf/free/files/docker-security.pdf","CIS Docker Community Edition Benchmark"
"Ensure privileged containers are not used","5.4","Ensure privileged containers are not used","","Level 1","","","Scoring: Scored

Using the --privileged flag gives all Linux Kernel Capabilities to the container thus
overwriting the --cap-add and --cap-drop flags. Ensure that it is not used.

Default Value:
False.","The --privileged flag gives all capabilities to the container, and it also lifts all the
limitations enforced by the device cgroup controller. In other words, the container can then
do almost everything that the host can do. This flag exists to allow special use-cases, like
running Docker within Docker.","Linux Kernel Capabilities other than defaults would not be available for use within
container.","Do not run container with the --privileged flag.
For example, do not start a container as below:
docker run --interactive --tty --privileged centos /bin/bash","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
Privileged={{ .HostConfig.Privileged }}'
The above command should return Privileged=false for each container instance.","1. https://docs.docker.com/engine/reference/run/#runtime-privilege-and-linux-
capabilities","CIS Docker Community Edition Benchmark"
"Ensure sensitive host system directories are not mounted on containers","5.5","Ensure sensitive host system directories are not mounted on containers","","Level 1","","","Scoring: Scored

Sensitive host system directories such as below should not be allowed to be mounted as
container volumes especially in read-write mode.
/
/boot
/dev
/etc
/lib
/proc
/sys
/usr

Default Value:
Docker defaults to a read-write volume but you can also mount a directory read-only. By
default, no sensitive host directories are mounted on containers.","If sensitive directories are mounted in read-write mode, it would be possible to make
changes to files within those sensitive directories. The changes might bring down security
implications or unwarranted changes that could put the Docker host in compromised state.","None.","Do not mount host sensitive directories on containers especially in read-write mode.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
Volumes={{ .Mounts }}'
The above commands would return the list of current mapped directories and whether
they are mounted in read-write mode for each container instance.","1. https://docs.docker.com/engine/tutorials/dockervolumes/","CIS Docker Community Edition Benchmark"
"Ensure ssh is not run within containers","5.6","Ensure ssh is not run within containers","","Level 1","","","Scoring: Scored

SSH server should not be running within the container. You should SSH into the Docker
host, and use nsenter tool to enter a container from a remote host.

Default Value:
By default, SSH server is not running inside the container. Only one process per container is
allowed.","Running SSH within the container increases the complexity of security management by
making it
 Difficult to manage access policies and security compliance for SSH server
 Difficult to manage keys and passwords across various containers
 Difficult to manage security upgrades for SSH server
It is possible to have shell access to a container without using SSH, the needlessly
increasing the complexity of security management should be avoided.","None.","Uninstall SSH server from the container and use nsenteror any other commands such as
docker exec or docker attach to interact with the container instance.
docker exec --interactive --tty $INSTANCE_ID sh
OR
docker attach $INSTANCE_ID","Step 1: List all the running instances of containers by executing below command:
docker ps --quiet
Step 2: For each container instance, execute the below command:
docker exec $INSTANCE_ID ps -el
Ensure that there is no process for SSH server.","1. http://blog.docker.com/2014/06/why-you-dont-need-to-run-sshd-in-docker/","CIS Docker Community Edition Benchmark"
"Ensure privileged ports are not mapped within containers","5.7","Ensure privileged ports are not mapped within containers","","Level 1","","","Scoring: Scored

The TCP/IP port numbers below 1024are considered privileged ports. Normal users and
processes are not allowed to use them for various security reasons. Docker allows a
container port to be mapped to a privileged port.

Default Value:
By default, mapping a container port to a privileged port on the host is allowed.
Note: There might be certain cases where you want to map privileged ports, because if you
forbid it, then the corresponding application has to run outside of a container.
For example: HTTP and HTTPS load balancers have to bind 80/tcp and 443/tcp
respectively. Forbidding to map privileged ports effectively forbids from running those in a
container, and mandates using an external load balancer. In such cases, those containers
instances should be marked as exceptions for this recommendation.","By default, if the user does not specifically declare the container port to host port mapping,
Docker automatically and correctly maps the container port to one available in 49153-
65535 block on the host. But, Docker allows a container port to be mapped to a privileged
port on the host if the user explicitly declared it. This is so because containers are executed
with NET_BIND_SERVICE Linux kernel capability that does not restrict the privileged port
mapping. The privileged ports receive and transmit various sensitive and privileged data.
Allowing containers to use them can bring serious implications.","None.","Do not map the container ports to privileged host ports when starting a container. Also,
ensure that there is no such container to host privileged port mapping declarations in the
Dockerfile.","List all running containers instances and their port mapping by executing the below
command:
docker ps --quiet | xargs docker inspect --format '{{ .Id }}: Ports={{
.NetworkSettings.Ports }}'
Review the list and ensure that container ports are not mapped to host port numbers
below 1024.","1. https://docs.docker.com/engine/userguide/networking/","CIS Docker Community Edition Benchmark"
"Ensure only needed ports are open on the container","5.8","Ensure only needed ports are open on the container","","Level 1","","","Scoring: Scored

Dockerfile for a container image defines the ports to be opened by default on a container
instance. The list of ports may or may not be relevant to the application you are running
within the container.

Default Value:
By default, all the ports that are listed in the Dockerfile under EXPOSE instruction for an
image are opened when a container is run with -P or --publish-all flag.","A container can be run just with the ports defined in the Dockerfile for its image or can be
arbitrarily passed run time parameters to open a list of ports. Additionally, Overtime,
Dockerfile may undergo various changes and the list of exposed ports may or may not be
relevant to the application you are running within the container. Opening unneeded ports
increase the attack surface of the container and the containerized application. As a
recommended practice, do not open unneeded ports.","None.","Fix the Dockerfile of the container image to expose only needed ports by your
containerized application. You can also completely ignore the list of ports defined in the
Dockerfile by NOT using -P (UPPERCASE) or --publish-all flag when starting the
container. Use the -p (lowercase) or --publish flag to explicitly define the ports that you
need for a particular container instance.
For example,
docker run --interactive --tty --publish 5000 --publish 5001 --publish 5002
centos /bin/bash","List all the running instances of containers and their port mapping by executing the below
command:
docker ps --quiet | xargs docker inspect --format '{{ .Id }}: Ports={{
.NetworkSettings.Ports }}'
Review the list and ensure that the ports mapped are the ones that are really needed for
the container.","1. https://docs.docker.com/engine/userguide/networking/","CIS Docker Community Edition Benchmark"
"Ensure the host's network namespace is not shared","5.9","Ensure the host's network namespace is not shared","","Level 1","","","Scoring: Scored

The networking mode on a container when set to --net=host, skips placing the container
inside separate network stack. In essence, this choice tells Docker to not containerize the
container's networking. This would network-wise mean that the container lives ""outside""
in the main Docker host and has full access to its network interfaces.

Default Value:
By default, container connects to Docker bridge.","This is potentially dangerous. It allows the container process to open low-numbered ports
like any other root process. It also allows the container to access network services like D-
bus on the Docker host. Thus, a container process can potentially do unexpected things
such as shutting down the Docker host. You should not use this option.","None.","Do not pass --net=host option when starting the container.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
NetworkMode={{ .HostConfig.NetworkMode }}'
If the above command returns NetworkMode=host, it means that --net=host option was
passed when container was started. This would be non-compliant.","1. https://docs.docker.com/engine/userguide/networking/
2. https://docs.docker.com/engine/reference/run/#network-settings","CIS Docker Community Edition Benchmark"
"Ensure memory usage for container is limited","5.10","Ensure memory usage for container is limited","","Level 1","","","Scoring: Scored

By default, all containers on a Docker host share the resources equally. By using the
resource management capabilities of Docker host, such as memory limit, you can control
the amount of memory that a container may consume.

Default Value:
By default, all containers on a Docker host share the resources equally. No memory limits
are enforced.","By default, container can use all of the memory on the host. You can use memory limit
mechanism to prevent a denial of service arising from one container consuming all of the
host’s resources such that other containers on the same host cannot perform their intended
functions. Having no limit on memory can lead to issues where one container can easily
make the whole system unstable and as a result unusable.","If you do not set proper limits, the container process may have to starve.","Run the container with only as much memory as required. Always run the container using
the --memory argument.
For example, you could run a container as below:
docker run --interactive --tty --memory 256m centos /bin/bash
In the above example, the container is started with a memory limit of 256 MB.
Note: Please note that the output of the below command would return values in scientific
notation if memory limits are in place.
docker inspect --format='{{.Config.Memory}}' 7c5a2d4c7fe0
For example, if the memory limit is set to 256 MB for the above container instance, the
output of the above command would be 2.68435456e+08 and NOT 256m. You should
convert this value using a scientific calculator or programmatic methods.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}: Memory={{
.HostConfig.Memory }}'
If the above command returns 0, it means the memory limits are not in place. If the above
command returns a non-zero value, it means memory limits are in place.","1. https://goldmann.pl/blog/2014/09/11/resource-management-in-docker/
2. https://docs.docker.com/engine/reference/commandline/run/#options
3. https://docs.docker.com/engine/admin/runmetrics/","CIS Docker Community Edition Benchmark"
"Ensure CPU priority is set appropriately on the container","5.11","Ensure CPU priority is set appropriately on the container","","Level 1","","","Scoring: Scored

By default, all containers on a Docker host share the resources equally. By using the
resource management capabilities of Docker host, such as CPU shares, you can control the
host CPU resources that a container may consume.

Default Value:
By default, all containers on a Docker host share the resources equally. No CPU shares are
enforced.","By default, CPU time is divided between containers equally. If it is desired, to control the
CPU time amongst the container instances, you can use CPU sharing feature. CPU sharing
allows to prioritize one container over the other and forbids the lower priority container to
claim CPU resources more often. This ensures that the high priority containers are served
better.","If you do not set proper CPU shares, the container process may have to starve if the
resources on the host are not available. If the CPU resources on the host are free, CPU
shares do not place any restrictions on the CPU that the container may use.","Manage the CPU shares between your containers. To do so start the container using the --
cpu-shares argument.
For example, you could run a container as below:
docker run --interactive --tty --cpu-shares 512 centos /bin/bash
In the above example, the container is started with CPU shares of 50% of what the other
containers use. So, if the other container has CPU shares of 80%, this container will have
CPU shares of 40%.
Note: Every new container will have 1024 shares of CPU by default. However, this value is
shown as 0 if you run the command mentioned in the audit section.
Alternatively,
1. Navigate to /sys/fs/cgroup/cpu/system.slice/ directory.
2. Check your container instance ID using docker ps.
3. Now, inside the above directory (in step 1), you would have a directory by name
docker-<Instance ID>.scope. For example, docker-
4acae729e8659c6be696ee35b2237cc1fe4edd2672e9186434c5116e1a6fbed6.scope.
Navigate to this directory.
4. You will find a file named cpu.shares. Execute cat cpu.shares. This will always
give you the CPU share value based on the system. So, even if there is no CPU shares
configured using -c or --cpu-shares argument in the docker run command, this
file will have a value of 1024.
If we set one container’s CPU shares to 512 it will receive half of the CPU time compared to
the other container. So, take 1024 as 100% and then do quick math to derive the number
that you should set for respective CPU shares. For example, use 512 if you want to set 50%
and 256 if you want to set 25%.","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
CpuShares={{ .HostConfig.CpuShares }}'
If the above command returns 0 or 1024, it means the CPU shares are not in place. If the
above command returns a non-zero value other than 1024, it means CPU shares are in
place.","1. https://goldmann.pl/blog/2014/09/11/resource-management-in-docker/
2. https://docs.docker.com/engine/reference/commandline/run/#options
3. https://docs.docker.com/engine/admin/runmetrics/","CIS Docker Community Edition Benchmark"
"Ensure the container's root filesystem is mounted as read only","5.12","Ensure the container's root filesystem is mounted as read only","","Level 1","","","Scoring: Scored

The container's root filesystem should be treated as a 'golden image' by using Docker run's
--read-only option. This prevents any writes to the container's root filesystem at
container runtime and enforces the principle of immutable infrastructure.

Default Value:
By default, a container will have its root filesystem writable allowing all container
processes to write files owned by the container's runtime user.","Enabling this option forces containers at runtime to explicitly define their data writing
strategy to persist or not persist their data.
This also reduces security attack vectors since the container instance's filesystem cannot
be tampered with or written to unless it has explicit read-write permissions on its
filesystem folder and directories.","Enabling --read-only at container runtime may break some container OS packages if a
data writing strategy is not defined.
Define what the container's data should and should not persist at runtime to determine
which recommendation procedure to utilize.
Example:
 Enable use --tmpfs for temporary file writes to /tmp
 Use Docker shared data volumes for persistent data writes","Add a --read-only flag at a container's runtime to enforce the container's root filesystem
to be mounted as read only.
docker run <Run arguments> --read-only <Container Image Name or ID> <Command>
Enabling the --read-only option at a container's runtime should be used by administrators
to force a container's executable processes to only write container data to explicit storage
locations during the container's runtime.
Examples of explicit storage locations during a container's runtime include, but not limited
to:
1. Use the --tmpfs option to mount a temporary file system for non-persistent data
writes.
docker run --interactive --tty --read-only --tmpfs ""/run"" --tmpfs ""/tmp""
centos /bin/bash
2. Enabling Docker rw mounts at a container's runtime to persist container data
directly on the Docker host filesystem.
docker run --interactive --tty --read-only -v /opt/app/data:/run/app/data:rw
centos /bin/bash
3. Utilizing Docker shared-storage volume plugins for Docker data volume to persist
container data.
docker volume create -d convoy --opt o=size=20GB my-named-volume
docker run --interactive --tty --read-only -v my-named-volume:/run/app/data
centos /bin/bash
3. Transmitting container data outside of the docker during the container's runtime
for container data to persist container data. Examples include hosted databases,
network file shares, and APIs.","Run the following command on the docker host:
docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
ReadonlyRootfs={{ .HostConfig.ReadonlyRootfs }}'
If the above command returns true, it means the container's root filesystem is mounted
read-only.
If the above command returns false, it means the container's root filesystem is writable.","1. http://docs.docker.com/reference/commandline/cli/#run
2. https://docs.docker.com/engine/tutorials/dockervolumes/
3. http://www.projectatomic.io/blog/2015/12/making-docker-images-write-only-in-
production/
4. https://docs.docker.com/engine/reference/commandline/run/#mount-tmpfs-
tmpfs
5. https://docs.docker.com/engine/tutorials/dockervolumes/#creating-and-
mounting-a-data-volume-container","CIS Docker Community Edition Benchmark"
"Ensure incoming container traffic is binded to a specific host interface","5.13","Ensure incoming container traffic is binded to a specific host interface","","Level 1","","","Scoring: Scored

By default, Docker containers can make connections to the outside world, but the outside
world cannot connect to containers. Each outgoing connection will appear to originate
from one of the host machine's own IP addresses. Only allow container services to be
contacted through a specific external interface on the host machine.

Default Value:
By default, Docker exposes the container ports on 0.0.0.0, the wildcard IP address that
will match any possible incoming network interface on the host machine.","If you have multiple network interfaces on your host machine, the container can accept
connections on the exposed ports on any network interface. This might not be desired and
may not be secured. Many a times a particular interface is exposed externally and services
such as intrusion detection, intrusion prevention, firewall, load balancing, etc. are run on
those interfaces to screen incoming public traffic. Hence, you should not accept incoming
connections on any interface. You should only allow incoming connections from a
particular external interface.","None.","Bind the container port to a specific host interface on the desired host port.
For example,
docker run --detach --publish 10.2.3.4:49153:80 nginx
In the example above, the container port 80 is bound to the host port on 49153 and would
accept incoming connection only from 10.2.3.4 external interface.","List all the running instances of containers and their port mapping by executing the below
command:
docker ps --quiet | xargs docker inspect --format '{{ .Id }}: Ports={{
.NetworkSettings.Ports }}'
Review the list and ensure that the exposed container ports are tied to a particular
interface and not to the wildcard IP address - 0.0.0.0.
For example, if the above command returns as below, then this is non-compliant and the
container can accept connections on any host interface on the specified port 49153.
Ports=map[443/tcp:<nil> 80/tcp:[map[HostPort:49153 HostIp:0.0.0.0]]]
However, if the exposed port is tied to a particular interface on the host as below, then this
recommendation is configured as desired and is compliant.
Ports=map[443/tcp:<nil> 80/tcp:[map[HostIp:10.2.3.4 HostPort:49153]]]","1. https://docs.docker.com/engine/userguide/networking/","CIS Docker Community Edition Benchmark"
"Ensure 'on-failure' container restart policy is set to '5'","5.14","Ensure 'on-failure' container restart policy is set to '5'","","Level 1","","","Scoring: Scored

Using the --restart flag in docker run command you can specify a restart policy for how a
container should or should not be restarted on exit. You should choose the on-failure
restart policy and limit the restart attempts to 5.

Default Value:
By default, containers are not configured with restart policies. Hence, containers do not
attempt to restart of their own.","If you indefinitely keep trying to start the container, it could possibly lead to a denial of
service on the host. It could be an easy way to do a distributed denial of service attack
especially if you have many containers on the same host. Additionally, ignoring the exit
status of the container and always attempting to restart the container leads to non-
investigation of the root cause behind containers getting terminated. If a container gets
terminated, you should investigate on the reason behind it instead of just attempting to
restart it indefinitely. Thus, it is recommended to use on-failure restart policy and limit it
to maximum of 5 restart attempts.","The container would attempt to restart only for 5 times.","If a container is desired to be restarted of its own, then, for example, you could start the
container as below:
docker run --detach --restart=on-failure:5 nginx","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
RestartPolicyName={{ .HostConfig.RestartPolicy.Name }} MaximumRetryCount={{
.HostConfig.RestartPolicy.MaximumRetryCount }}'
 If the above command returns RestartPolicyName=always, then the system is not
configured as desired and hence this recommendation is non-compliant.
 If the above command returns RestartPolicyName=no or just RestartPolicyName=,
then the restart policies are not being used and the container would never be
restarted of its own. This recommendation is then Not Applicable and can be
assumed to be compliant.
 If the above command returns RestartPolicyName=on-failure, then verify that the
number of restart attempts is set to 5 or less by looking at MaximumRetryCount.","1. https://docs.docker.com/engine/reference/commandline/run/#restart-policies-
restart","CIS Docker Community Edition Benchmark"
"Ensure the host's process namespace is not shared","5.15","Ensure the host's process namespace is not shared","","Level 1","","","Scoring: Scored

Process ID (PID) namespaces isolate the process ID number space, meaning that processes
in different PID namespaces can have the same PID. This is process level isolation between
containers and the host.

Default Value:
By default, all containers have the PID namespace enabled and the host's process
namespace is not shared with the containers.","PID namespace provides separation of processes. The PID Namespace removes the view of
the system processes, and allows process ids to be reused including PID 1. If the host's PID
namespace is shared with the container, it would basically allow processes within the
container to see all of the processes on the host system. This breaks the benefit of process
level isolation between the host and the containers. Someone having access to the
container can eventually know all the processes running on the host system and can even
kill the host system processes from within the container. This can be catastrophic. Hence,
do not share the host's process namespace with the containers.","Container processes cannot see the processes on the host system. In certain cases, you
want your container to share the host's process namespace. For example, you could build a
container with debugging tools like strace or gdb, but want to use these tools when
debugging processes within the container. If this is desired, then share only one (or
needed) host process by using the -p switch.
For example,
docker run --pid=host rhel7 strace -p 1234","Do not start a container with --pid=host argument.
For example, do not start a container as below:
docker run --interactive --tty --pid=host centos /bin/bash","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
PidMode={{ .HostConfig.PidMode }}'
If the above command returns host, it means the host PID namespace is shared with the
container else this recommendation is compliant.","1. https://docs.docker.com/engine/reference/run/#pid-settings-pid
2. http://man7.org/linux/man-pages/man7/pid_namespaces.7.html","CIS Docker Community Edition Benchmark"
"Ensure the host's IPC namespace is not shared","5.16","Ensure the host's IPC namespace is not shared","","Level 1","","","Scoring: Scored

IPC (POSIX/SysV IPC) namespace provides separation of named shared memory segments,
semaphores and message queues. IPC namespace on the host thus should not be shared
with the containers and should remain isolated.

Default Value:
By default, all containers have the IPC namespace enabled and host IPC namespace is not
shared with any container.","IPC namespace provides separation of IPC between the host and containers. If the host's
IPC namespace is shared with the container, it would basically allow processes within the
container to see all of the IPC on the host system. This breaks the benefit of IPC level
isolation between the host and the containers. Someone having access to the container can
eventually manipulate the host IPC. This can be catastrophic. Hence, do not share the host's
IPC namespace with the containers.","Shared memory segments are used to accelerate inter-process communication. It is
commonly used by high-performance applications. If such applications are containerized
into multiple containers, you might need to share the IPC namespace of the containers to
achieve high performance. In such cases, you should still be sharing container specific IPC
namespaces only and not the host IPC namespace. You may share the container's IPC
namespace with another container as below:
For example,
docker run --interactive --tty --ipc=container:e3a7a1a97c58 centos /bin/bash","Do not start a container with --ipc=host argument. For example, do not start a container
as below:
docker run --interactive --tty --ipc=host centos /bin/bash","docker ps --quiet --all | xargs docker inspect --format '{{ .Id }}:
IpcMode={{ .HostConfig.IpcMode }}'
If the above command returns host, it means the host IPC namespace is shared with the
container. If the above command returns nothing, then the host's IPC namespace is not
shared. This recommendation is then compliant.","1. https://docs.docker.com/engine/reference/run/#ipc-settings-ipc
2. http://man7.org/linux/man-pages/man7/namespaces.7.html","CIS Docker Community Edition Benchmark"
